PROVIDERID,PROVIDERNAME,COMPANYNAME,PROVIDERCOUNTRY,STATUS,PUBLICPRIVATE,SERVICENAME,ENTITY,PROFILE,FACILITIES,ACCEPTSDUOLINGO,ACCEPTSIELTS,ACCEPTSTOEFL,ACCEPTSSAT,ACCEPTSACT,WEBSITEURL,SCHOLARSHIPS,ACCOMMODATION,SPECIALSERVICES,AIRPORTPICKUP,STUDYABROAD,PROVIDERTYPE,GLOBALRANKING,AUSTRALIANRANKING,MEMBERSHIPS,CRICOSPROVIDERCODE,TWITTERID,FACEBOOK,LINKEDIN,PINTEREST,YOUTUBE,INSTAGRAM,ISACTIVE,RECOGNISEDAREAOFSTUDY,HASONCAMPUSACCOMMODATION,SCHOOLHASESL,URLWITHDRAWALPOLICY,URLIMPORTANTDATES,URLINTERNATIONALSTUDENTSUPPORT,URLFEESCHEDULE,URLSCHOLARSHIPINFO,URLPROVIDERHOME,RESEARCHDEGREEINFO,RESEARCHDEGREESCHIP,RESEARCHDEGREESCHOLARSHIP,EDUCATIONGROUP,ISAFFILIATED,URLSCHOOLGUARDIANSHIP,SCHOOLGENDER,SCHOOLIBOFFERED,SCHOOLACCOMMODATIONMODES,SCHOOLYEARSOFFERED,URLPROSPECTUS,KEYWORDS,ProviderCRMID
SN_P_0022,Southern Cross University,Southern Cross University,Australia,Inactive,Public,Education,Independent,"Southern Cross has been ranked in the world's top 150 universities under the age of 50 by the Times Higher Education World University Rankings. 

Southern Cross University is a multi-campus university on Australia's east coast. We are proud of our reputation as a progressive institution, engaging with the communities we serve to create change that has an impact around the world.

Southern Cross delivers degrees on campus and online, with a rich academic portfolio covering a wide range of disciplines. Professional placements are a feature of most degrees. We are constantly reviewing our degrees and pathway programs to make sure you are equipped with the skills and knowledge you need to forge your twenty-first-century career.","Airport pickup and reception services
Canteen/Cafeteria Facility
Course and career counselling services
International student clubs and associations
Library on Campus
Off campus accommodation
On campus medical facilities
Parking
Religious facilities - Combined facilities
Social activities
Special English language
Special enrolment and orientation
Sporting facilities
Sporting facilities - Gym
Sporting facilities - Swimming pool
Sporting facilities - Variety of clubs
Wifi
",NO,YES,YES,NO,NO,https://www.scu.edu.au/,https://www.scu.edu.au/scholarships/international-student-scholarships/,"On-campus accommodation:
A range of on-campus accommodation options are available at four residential colleges across the Lismore and Coffs Harbour campuses. Apartments are modern and fully furnished, with their own kitchen, lounge, dining area and bathroom.

SCU Village is managed by Campus Living Villages in partnership with SCU. From movie nights and themed parties to study groups and cooking classes, life on-campus offers everything you need to make the most of your university experience.

Off-campus accommodation:
While living on-campus is one way to experience university, many students prefer to find their own accommodation to live a more independent lifestyle. UniStays is a free service that helps you find off-campus long and short-term accommodation options, such as share-houses, apartments and granny flats.",,,,,638,31,NA,01241G,,,,,,,,"Arts and Social Science, Contemporary Music, Education, Business, Information Technology, Hotel and Tourism Management, Environmental, Marine and Forest Science and Management, Nursing and Health Care, Media, Law and Justice, Psychology, Visual Arts, Exercise Science and Nutrition, Sport Management.",YES,,https://www.scu.edu.au/study-at-scu/international-future-students/how-to-apply-international-future-students/refund-withdrawals-and-release-faq/,https://www.scu.edu.au/current-students/student-administration/key-dates--teaching-calendar/,https://www.scu.edu.au/study-at-scu/international-future-students/international-student-support/,https://www.scu.edu.au/current-students/student-administration/fees-and-charges/,https://www.scu.edu.au/scholarships/international-student-scholarships/,https://www.scu.edu.au/study-at-scu/international-future-students/,https://www.scu.edu.au/graduate-school/higher-degrees-research/,https://www.scu.edu.au/graduate-school/scholarships/,,,YES,,,,,,https://www.scu.edu.au/current-students/handbook/,SCU,141
SN_P_0023,Australian College of Applied Professions (ACAP),Australian College of Applied Professions (ACAP),Australia,Active,Private,Education,Education Group,"At ACAP, we build knowledge that's useful, usable and applicable to real-life solutions and real-world change. Education beyond the classroom is our mission as we shape the specialists the future needs. Our deep understanding of people and our human-centred teaching philosophy helps develop the enterprise skills that students require in the real world to ensure a healthy career and ongoing career success.

Uniquely human-centred in our approach, all ACAP courses provide students with deep and real-world insights into why humans think and act the way we do, understanding the connection between an individual, society, culture, and industry. ACAP's programs are professionally accredited, and students graduate with applied skills, hands-on confidence, and contemporary expertise.","Canteen/Cafeteria Facility
Course and career counselling services
Library on Campus
Off campus accommodation
Overseas graduations
Social activities
Special English language
Special enrolment and orientation
Wifi
",NO,YES,NO,,,https://www.acap.edu.au/,https://www.acap.edu.au/pages/fees-payments/scholarships/,"Renting: You can rent/lease a property through either a real estate agent or privately. Most leases in Australia are for periods of 6-12 months. This varies by city and suburb. Searching for accommodation online should give you a good idea of what you might pay. 

Short-term accommodation: When you first arrive in Australia, you may need to stay in temporary accommodation while you look for something more permanent. Typical choices include hostels, hotels or short-stay apartments. These vary in price from A$40 per night for a bed in a hostel dormitory, to up to A$250 a night in a hotel.",,,,Private Higher Education,N/A,N/A,"Australian Government's Australian Skills Quality Authority (ASQA), higher education provider (HEP), Tertiary Education Quality and Standards Agency (TEQSA), Australian Psychology Accreditation Council (APAC), Australian Association of Social Workers (AASW)",01328A,,,,,,,,"Psychology, Management, Law and Justice",NO,,https://www.acap.edu.au/current-students/managing-my-course/a-z-forms/,https://students.acap.edu.au/current-students/key-dates/,https://students.acap.edu.au/current-students/services-and-support/,https://www.acap.edu.au/wp-content/uploads/2021/11/ACAP-202101151610-V2-2022FeeSchedule-AWWeb.pdf,https://students.acap.edu.au/current-students/services-and-support/scholarships/,https://www.acap.edu.au/,NA,NA,,Navitas,YES,,,,,,https://www.acap.edu.au/assets/Uploads/ACAP-InternationalCourseGuide-180719-FA-Web.pdf,ACAP,268
SN_P_0024,Sydney Institute of Business and Technology (SIBT),Sydney Institute of Business and Technology,Australia,Active,Private,Education,Education Group,"Sydney Institute of Business and Technology (SIBT) offers a direct pathway to a university degree. With flexible entry criteria students can complete a SIBT diploma, and then progress into second year studies of a university bachelor degree.

SIBT has been in operation since 1997 and is part of the global Navitas Group (an internationally recognised education provider). As a tertiary college working in collaboration with other partner universities, SIBT eases the transition from high school to university level studies.","Canteen/Cafeteria Facility
Course and career counselling services
Library on Campus
Off campus accommodation
Social activities
Wifi
",NO,YES,YES,,,https://www.sibt.nsw.edu.au/,https://sibt.nsw.edu.au/essential-information/scholarships/,"There are a variety of accommodation options to choose from - fully furnished, single or share rooms, with en-suite bathrooms and kitchenettes, onsite security, student support, common rooms and sometimes facilities such as a pool.

Rental is paid weekly and can range from A$320 - A$540 per week. This typically includes costs such as electricity, phone, internet and use of facilities. Students must contact these accommodation providers directly to make a booking.

Independent rental - This accommodation style includes renting self-catered apartments or houses, either individually or with other students. It is generally cheaper and can offer more flexibility. Weekly rent usually does not include costs such as electricity, gas, internet or phone and will vary depending on the suburb you choose.

Live with an Australian family (Homestay) - If you want to experience Australian culture, or seek temporary accommodation until you find a suitable place to stay, living with a local Sydney family can be a good option. It can also help you settle quickly, providing the opportunity to participate in the daily routine of an Australian family and to practice English language skills.

Short-term options - This accommodation option can be more expensive, however it is a great option if you want to stay in short-term accommodation before finalising a more permanent place to live.",,,,University Preparation,N/A,N/A,Tertiary Education Quality and Standards,01576G,,,,,,,,"Diploma of (Business Administration, Information Technology, Arts, Engineering, Media and Communication), Foundation Programs",NO,,https://19bab55dc0f3d628fad9-b4066dc5d4c5ae2b66b0b8e81671bb04.ssl.cf6.rackcdn.com/SIBT_Student_Deferral_or_Withdrawal_Policy_(POL-23).DOCX.pdf,https://www.sibt.nsw.edu.au/important-dates,https://www.sibt.nsw.edu.au/student-support-services,https://www.sibt.nsw.edu.au/fees,https://www.sibt.nsw.edu.au/scholarships,https://www.sibt.nsw.edu.au/international-student-info,NA,NA,,Navitas,YES,,,,,,NA,SIBT,142
SN_P_0025,Griffith College,Griffith College,Australia,Active,Private,Education,Education Group,"At Griffith College, we've been helping students transition to a university degree for over 2 decades. It's given us a strong understanding of the needs of our students and enabled us to deliver a learning environment that meets them. Our diplomas are designed to provide the best pathway to a wide range of professionally recognised degrees at Griffith University. We believe that all people, no matter their background, have the potential to excel in study when given the appropriate tools and support to do so. 

Griffith College is the best study option to achieve academic credit into hundreds of Griffith University degree majors, including 8-12 month Diploma's which will transition students straight into their 2nd year of a range of University Bachelor degrees.

Located within the Griffith University Southport (Gold Coast) and Mt Gravatt (Brisbane) Campuses, our College is embedded within the Griffith University community and offers students a great opportunity for entry to higher degree programs, with extra support and services available for each student to succeed.","Airport pickup and reception services
Canteen/Cafeteria Facility
Course and career counselling services
International student clubs and associations
Library on Campus
Off campus accommodation
On campus medical facilities
Parking
Religious facilities - Christianity
Religious facilities - Combined facilities
Social activities
Special English language
Special enrolment and orientation
Sporting facilities
Sporting facilities - Gym
Sporting facilities - Swimming pool
Sporting facilities - Team sports
Sporting facilities - Variety of clubs
Transportation
Wifi
",NO,YES,YES,,,https://www.griffithcollege.edu.au/,https://www.griffithcollege.edu.au/how-apply/scholarships/,"Both our campus locations offer plenty of options on where to stay and who to stay with. Whether you want to live in a highly social environment or you prefer privacy, there's a style of accommodation to suit you perfectly.

*On-Campus
If it's convenience that you want, Griffith College offers accommodation on both campuses that's an easy walk to your class. There are self-catered options and added benefits, like access to common spaces, Wi-Fi and discounted gym membership.

*Off-Campus
Privately managed share houses or apartments are the most common off-campus option. You are likely to be living with other students, so it's a great way to feel independent, but also have the support of like-minded people who are also learning about life in Australia. Furniture is included.",,,,University Preparation,N/A,N/A,Navitas,01737F,,,,,,,,"Commerce, Engineering, Information Technology, Criminology and Criminal Justice, Health Care, Science, Design, Health Sciences, Social and Psychological Science, Educational Studies, Hotel Management, Commerce and Business",YES,,https://www.griffithcollege.edu.au/policy-library/,https://www.griffithcollege.edu.au/how-to-apply/key-dates/,https://www.griffithcollege.edu.au/student-support/available-support/,https://www.griffith.ie/admissions/fees,https://www.griffithcollege.edu.au/how-to-apply/scholarships/,https://www.griffithcollege.edu.au/,https://www.griffith.edu.au/research-study,https://www.griffith.edu.au/research-study/scholarships,,Navitas,YES,,,,,,https://content.griffith.ie/prospectus-download-landing-page,Griffith College,253
SN_P_0026,Curtin College,Curtin College,Australia,Active,Private,Education,Education Group,"Curtin College is your pathway to a bachelor degree at Curtin University, Western Australia's largest university. If you do not qualify for direct entry into Curtin University, a Curtin College Diploma will help you gain entry. Since 2000, Curtin College has helped over 10,000 students realise their dreams of a Curtin University bachelor degree.

Curtin University is ranked in the top one per cent of universities worldwide in the Academic Ranking of World Universities 2018 and have risen 20 places to 230th in the world in the QS World University Ranking 2020. Ranked in the top one per cent of universities worldwide. Top 9 in Australia (University Ranking by Academic Performance (URAP).","Airport pickup and reception services
Canteen/Cafeteria Facility
Course and career counselling services
International student clubs and associations
Library on Campus
Off campus accommodation
On campus medical facilities
Parking
Religious facilities - Combined facilities
Social activities
Sporting facilities
Sporting facilities - Gym
Sporting facilities - Team sports
Temporary accommodation on arrival
Wifi
",NO,YES,YES,,,https://www.curtincollege.edu.au/,https://www.curtincollege.edu.au/how-apply/scholarships/,"On-campus Accommodation:
On-campus accommodation ranges between $160 & $400 AUD per week, for single accommodation with utilities included..

Off-Campus Accommodation:
Curtin 6 - These 6 town houses, fully furnished and equipped, are located within 10 minutes walk of Curtin College.

Curtin 12 - These 12 town houses, fully furnished and equipped, are located within a 10-minute walk of Curtin College and feature a 24-hour CCTV security surveillance camera.

Homestay:
A Homestay arrangement provides students with an authentic cultural experience by living with an Australian family. Australian Homestay Network (AHN), Weekly (per person), Homestay (Private Room), $210 - $325 Homestay (Shared Room), $180 - $295 Plus one off placement fee, $290

Temporary and privately arranged accommodation:
Curtin College can provide the details of a local housing agency that offers rental accommodation. They can also provide information about other properties close to the College.

Accommodation for students under 18 years of age:
Students under the age of 18 must have accommodation and welfare arrangements approved by Curtin College prior to leaving their home country. This is a requirement of Australian Immigration.",,,,University Preparation,N/A,N/A,"Australian Council for Private Education and Training (ACPET), Western Australian Private Education and Training Industry Association (WAPETIA).",02042G,,,,,,,,"Business and Commerce, Engineering, Health Sciences, Architecture and Construction, Communication, Design and Arts, Computer Science and Information Technology",YES,,https://www.curtincollege.edu.au/wp-content/uploads/2020/05/Refund-Policy-QBIPO007.pdf,https://www.curtincollege.edu.au/student-life/term-dates/,https://www.curtincollege.edu.au/student-life/student-services-support/,https://www.curtincollege.edu.au/how-to-apply/fees/,https://www.curtincollege.edu.au/about-curtin-college/scholarships-bursaries/,https://www.curtincollege.edu.au/student-life/international-students/,https://research.curtin.edu.au/higher-degree-by-research/,https://www.curtin.edu.au/study/higher-degree-by-research/rtp-scholarship/,,Navitas,YES,,,,,,https://www.curtincollege.edu.au/wp-content/uploads/cc240507-1244-student-guide-24-25-web.pdf,"CIC, UNI, TEC, COL, Perth, CC",114
SN_P_0027,"Center for English Language CELUSA, UNISA",CELUSA,Australia,Active,Private,Education,Education Group,"The Centre for English Language in the University of South Australia (CELUSA) offers quality Academic English programs designed to prepare you for your tertiary studies. Surround yourself with a supportive and friendly studying environment and be taught by highly qualified and experienced teachers. Courses range from elementary to advanced and can be packaged with further studies at either the University of South Australia (UniSA), SAIBT or Le Cordon Bleu.","Airport pickup and reception services
Canteen/Cafeteria Facility
Course and career counselling services
Library on Campus
Off campus accommodation
On campus medical facilities
Social activities
Special English language
Special enrolment and orientation
Sporting facilities
Wifi
",NO,YES,NO,,,https://international.unisa.edu.au/pre-entry-and-pathway-programs/celusa/,https://international.unisa.edu.au/scholarships-and-sponsorships/,"Students must pay the accommodation placement fee before an accommodation placement is made.

A student will be offered accommodation based on their preferences noted on the Request for Accommodation form. The accommodation office cannot guarantee to meet all preferences.

The approved accommodation will be verified in accordance with the Homestay Hosts and Student Residences Selection, Approval, Review and Suspension Policy.",,,,University Preparation,N/A,N/A,"Australian Technology Network of Universities (ATN), Navitas, Athena Swan, South Australia",02193C,,,,,,,,Academic English (AE),NO,,https://international.unisa.edu.au/siteassets/documents/saibt-celusa-deferralloawithdrawalsuspensioncancellationpolicy.pdf,https://international.unisa.edu.au/pre-entry-and-pathway-programs/celusa/dates-fees-and-entry-requirements/,https://international.unisa.edu.au/pre-entry-and-pathway-programs/celusa/,https://international.unisa.edu.au/pre-entry-and-pathway-programs/celusa/dates-fees-and-entry-requirements/,https://international.unisa.edu.au/scholarships-and-sponsorships/,https://international.unisa.edu.au/pre-entry-and-pathway-programs/celusa/,NA,NA,,Navitas,YES,,,,,,https://international.unisa.edu.au/siteassets/documents/celusa-web-pdf2.pdf,CELUSA,139
SN_P_0028,Kaplan Business School Australia,Kaplan Business School Pty Ltd,Australia,Active,Private,Education,Education Group,"Kaplan Business School is a global leader in providing affordable higher education business degrees in Australia.

Our unique offering focuses on maximising outcomes for our students:

- Small class sizes - more individual support and a stronger connection with your peers
- Expert teachers with real-world experience - gain industry-relevant insights, not just knowledge
- Innovative course delivery - we think how you learn is as important as what you learn
- Practical subjects - build a skill set employers are looking for
- Outstanding student support - from dedicated student experience officers to our globally recognised careers service, you'll find the personal, academic and careers support you need

We offer a diverse range of undergraduate and postgraduate courses in business, accounting, marketing, management, tourism, entrepreneurship, health services, digital management, analytics, project management and leadership.","Airport pickup and reception services
Canteen/Cafeteria Facility
Course and career counselling services
Library on Campus
Off campus accommodation
On campus medical facilities
Overseas graduations
Social activities
Special English language
Special enrolment and orientation
Wifi
",YES,YES,YES,,,https://www.kbs.edu.au/,https://www.kbs.edu.au/admissions/scholarships,Accommodation Placement (optional): $260 (approx.),,,,Private Higher Education,N/A,N/A,"Tertiary Education Quality and Standards Agency, Independent Higher Education Australia, Council for Australasian Tourism and Hospitality Education, Institute of Analytics Professionals of Australia, CPA AUSTRALIA, Chartered Accountants Australia and New Zealand, ASSOCIATION OF CHARTERED CERTIFIED ACCOUNTANTS (ACCA)",02426B,,,,,,,,"Business, Accounting, Marketing, Hospitality",NO,,https://www.kbs.edu.au/documents/changes-enrolment-policy,https://www.kbs.edu.au/admissions/important-dates,https://www.kbs.edu.au/student-life/student-experience,https://www.kbs.edu.au/admissions/fees/international-fees,https://www.kbs.edu.au/admissions/scholarships,https://www.kbs.edu.au/,NA,NA,,Kaplan,YES,,,,,,https://www.kbs.edu.au/brochure,KBS,211
SN_P_0029,ECA College,,Australia,Active,Private,Education,Education Group,,"Modern classrooms, computer labs with free internet, and campus-wide WiFi",NO,YES,NO,,,https://www.ecacollege.edu.au/,https://www.ecacollege.edu.au/scholarships/,https://www.ecacollege.edu.au/accomodation/,,,,VET College,N/A,N/A,NA,02644C,,,,,,,,"Business, Management, Economics, and Engineering and Technology",NO,,https://www.ecacollege.edu.au/wp-content/uploads/2021/05/ECA-Group-Deferment-Suspension-Cancellation-Policy-v21.0.pdf,https://www.ecacollege.edu.au/academic-calender/,https://www.ecacollege.edu.au/student-support-services/,https://www.ecacollege.edu.au/fees/,https://www.ecacollege.edu.au/scholarships/,https://www.ecacollege.edu.au/,NA,NA,,ECA,YES,,,,,,https://eca-edu-au.webpkgcache.com/doc/-/s/eca.edu.au/wp-content/uploads/2024/07/CHS-2024-Brochure.pdf,ECA,249
SN_P_0030,Asia Pacific International College (APIC),,Australia,Active,Private,Education,Education Group,,"communal and social areas, libraries with quiet study spaces, computer labs, and high-speed wireless internet",NO,YES,NO,,,https://apicollege.edu.au/,https://apicollege.edu.au/research-support-and-scholarship/,https://www.apicstudenthub.com/accomodation,,,,Private Higher Education,N/A,N/A,NA,03048D,,,,,,,,"Business, Information Technology, and Project Management",NO,,https://www.apicforms.com/withdrawal,https://apicollege.edu.au/wp-content/uploads/2024/08/APIC-Calendar-2025.pdf,https://apicollege.edu.au/future-students/student-support/,https://apicollege.edu.au/fees/,https://apicollege.edu.au/research-support-and-scholarship/,https://apicollege.edu.au/,NA,NA,,ECA,YES,,,,,,https://apicollege.edu.au/wp-content/uploads/2024/04/Course-Brochure.pdf,APIC,106
SN_P_0031,Torrens University Australia,Torrens University Australia,Australia,Active,Private,Education,Education Group,"Torrens University is Australia's international university and vocational registered training organisation, built on the shoulders of giants. We have partners with prestigious schools and colleges, to develop a fresh, modern, global perspective for higher education.

We offer high-quality vocational and higher education undergraduate, graduate, higher degree by research and specialised degree programs in a wide range of academic disciplines, delivering our programs online and on our campuses. We have four campuses in Sydney, two in Melbourne, one in Adelaide, two in Brisbane, one in the Blue Mountains, one in Auckland and one in China.

Our work is strengthened, amplified and its impact reinforced through partnerships with industry, research collaborations, sport, government and non-government organisations.

Our vision, 'We champion the power of people to connect the world for good', and our values of beginning and ending with people, being good, being creative, being bold, being well and being global are at the core of everything we do. The vision and values underpin the university and informs all the work done in our institutions.","Canteen/Cafeteria Facility
Course and career counselling services
Library on Campus
Off campus accommodation
On campus medical facilities
Social activities
Special English language
Special enrolment and orientation
Sporting facilities
Sporting facilities - Gym
Sporting facilities - Swimming pool
Sporting facilities - Team sports
Transportation
Wifi
",NO,YES,YES,,,https://www.torrens.edu.au/,https://www.torrens.edu.au/how-to-apply/fees-scholarships/scholarships,"There are a range of housing options available for students in Adelaide, including residential colleges, student apartments and private rentals. Torrens does not own or operate its own accommodation facilities. However, the Student Services Team can help you find a housing option that best suits your needs. Torrens University is also registered with the Australian Homestay Network (AHN).   Residential Colleges Residential Colleges provide safe, furnished, fully catered accommodation with a central focus on the student community. They offer social, recreational and sporting activities which encourage peer networking. In addition, the colleges include academic and pastoral resources to maintain the welfare of the students in their care.",,,,Private Higher Education,7478,N/A,Laureate International Universities,03389E,,,,,,,,"Business, Design, Education, English, Health, Hospitality, Technology",NO,,https://www.torrens.edu.au/policies-and-forms,https://www.torrens.edu.au/how-to-apply/key-dates,https://www.torrens.edu.au/student-support,https://www.torrens.edu.au/studying-with-us/fees-scholarships/tuition-fees,https://www.torrens.edu.au/apply-online/scholarships/international-scholarships,https://www.torrens.edu.au/studying-with-us/international-students,https://www.torrens.edu.au/courses/higher-degrees-by-research,https://www.torrens.edu.au/how-to-apply/fees-scholarships/scholarships/domestic/arc-study-phd-scholarship,,Leaureta International Universities,YES,,,,,,https://www.torrens.edu.au/studying-with-us/international-students/international-prospectus,TUA,217
SN_P_0032,Western Sydney University International College,"Western Sydney University, International College",Australia,Active,Public,Education,Education Group,"At Western Sydney University International College, we help you achieve your full potential and get the skills to succeed, no matter which path you choose.

As a Student at Western Sydney University International College You Will:
Experience exceptional standards of teaching with courses that are delivered by highly qualified academics and recognised globally.
Have access to Western Sydney University facilities and services including computer laboratories, recreation facilities, gymnasium and sport facilities, on-campus accommodation, as well as social and leisure activities.
Be a part of a diverse student population at Western Sydney University, with international students from around the world.
Have the opportunity to lead a vibrant social life on and off campus, leveraging the many unique opportunities the Parramatta area provides.
Enjoy academic and social support to help reach your goals.
Learn in small classes with individual attention.
Receive extra academic contact to fully develop your understanding of each course.","Airport pickup and reception services
Canteen/Cafeteria Facility
Course and career counselling services
International student clubs and associations
Library on Campus
Off campus accommodation
On campus medical facilities
Parking
Religious facilities - Combined facilities
Social activities
Special enrolment and orientation
Sporting facilities
Sporting facilities - Gym
Transportation
Wifi
",NO,YES,YES,,,https://internationalcollege.westernsydney.edu.au/,NA,"There is a range of accommodation options near-by to suit your lifestyle and budget, giving you every opportunity to immerse yourself in a rich and vibrant learning environment.

Options available in accommodation is on-campus and homestay.",,,,University Preparation,NA,NA,NA,03663C,,,,,,,,"Business, Health Science and Nursing, Science, Arts, Engineering, Information and Communication Technology",YES,,https://internationalcollege.westernsydney.edu.au/wp-content/uploads/POL-34-Deferral-Suspension-and-Cancellation-of-Enrolment-Policy-and-Procedures-V2.3-as-at-30th-July-2024.pdf,https://internationalcollege.westernsydney.edu.au/important-dates,https://internationalcollege.westernsydney.edu.au/student-services,http://a272ad7ca12e5fc296e8-a87d900e7b9c5db6f9e7dcb09d05b125.r17.cf1.rackcdn.com/Final%20student%20guide%202021.pdf,https://internationalcollege.westernsydney.edu.au/scholarship,https://internationalcollege.westernsydney.edu.au/,NA,NA,,Navitas,YES,,,,,,https://internationalcollege.westernsydney.edu.au/about/international-college/student-guides/,WSUIC,257
SN_P_0033,University of Queensland,University of Queensland,Australia,Active,Public,Education,Independent,"The University of Queensland is a public research university located primarily in Brisbane, the capital city of the Australian state of Queensland. Founded in 1909 by the Queensland parliament, UQ is one of the six sandstone universities, an informal designation of the oldest university in each state.","Food and drinks, Shops and services, Sporting facilities, Student Centres and ID cards, Security and personal safety, Booking rooms and resources with UQ Book It",NO,YES,YES,,,https://www.uq.edu.au/,https://scholarships.uq.edu.au/resources-for-international-students,https://my.uq.edu.au/student-support/accommodation,,,,University,42,5,NA,00025B,,,,,,,,"Agricultural Sciences, Environmental Science and Engineering and Materials Science",YES,,https://my.uq.edu.au/information-and-services/manage-my-program/classes-timetables-and-coursework/withdrawing-course-or-program,https://study.uq.edu.au/university-life/getting-prepared-to-come-to-australia/important-dates-international-students,https://uqcollege.uq.edu.au/student-support/international-student-support,https://my.uq.edu.au/information-and-services/manage-my-program/fees-payments-and-refunds/fee-schedules,https://scholarships.uq.edu.au/,https://www.uq.edu.au/,https://study.uq.edu.au/study-options/phd-mphil-professional-doctorate,https://scholarships.uq.edu.au/scholarship/graduate-school-scholarships-uqgss-%E2%80%93-includes-rtp,,,YES,,,,,,https://study.uq.edu.au/sites/default/files/2023-05/international-guide-undergraduate-postgraduate.pdf,UQ,
SN_P_0034,Bond University,Bond University,Australia,Active,Public,Education,Independent,"Bond University is a private, not-for-profit Australian university located on the Gold Coast in Queensland. It is known for its small class sizes and personalized learning experience, offering a wide range of programs across various disciplines. Bond is recognized by TEQSA as an accredited Australian university. ","Food on campus, Tutoring services, Health and wellbeing",NO,YES,YES,,,https://bond.edu.au/,https://bond.edu.au/international-scholarships-and-funding,https://bond.edu.au/accommodation,,,,University,591,NA,NA,00017B,,,,,,,,"Architecture, Business, Communication, Construction, Health Sciences, International Relations, Law",YES,,https://bond.edu.au/current-students/study-information/enrolment/managing-your-enrolment/withdrawal-without-academic-and,https://bond.edu.au/entry-to-bond/how-to-apply/key-dates,https://bond.edu.au/current-students/services-support/student-support/international-students-support,https://bond.edu.au/current-students/study-information/enrolment/fees-other-costs,https://bond.edu.au/entry-to-bond/scholarships,https://bond.edu.au/,"https://bond.edu.au/research/research-degrees/research-degree-options#:~:text=Research%20master's%20programs%20at%20Bond&text=During%20a%20research%20master's%20degree,articulate%20into%20a%20PhD%20program.",https://bond.edu.au/scholarship/bond-university-postgraduate-research-scholarship,,,YES,,,,,,https://bond.edu.au/sites/default/files/2025-03/2025%20International%20Guide.pdf,BU,
SN_P_0035,Swinburne University of Technology,Swinburne University of Technology,Australia,Active,Public,Education,Independent,"Swinburne is a world-ranked university leading the way in innovation, industry engagement and social inclusion. Our education, high-quality research and industry partnerships create positive change for students, staff and the community.","Advanced Manufacturing and Design Centre, Advanced Technologies Centre, Research facilities and equipment",YES,YES,YES,,,https://www.swinburne.edu.au/,https://www.swinburne.edu.au/courses/scholarships/international-scholarships/,https://www.swinburne.edu.au/life-at-swinburne/student-support-services/accommodation/,,,,University ,294,NA,NA,00111D,,,,,,,,"Engineering and technology, Arts and Humanities, and Natural sciences",YES,,"https://www.swinburne.edu.au/courses/enrolling/withdrawing-from-your-course/#:~:text=Avoiding%20fees%20and%20penalties,after%20the%20academic%20penalty%20date.",https://www.swinburne.edu.au/courses/intakes/start-dates-intakes/,https://www.swinburne.edu.au/life-at-swinburne/student-support-services/support-for-international-students/,https://www.swinburne.edu.au/courses/fees/fees-for-international-students/,https://www.swinburne.edu.au/courses/scholarships/international-scholarships/,https://www.swinburne.edu.au/,https://www.swinburne.edu.au/courses/applying/how-to-apply-research-degree/entry-requirements/,https://www.swinburne.edu.au/study/options/scholarships/510/swinburne-research-stipend-scholarships/,,,YES,,,,,,https://www.swinburne.edu.au/courses/find-a-course/download-course-guide/,SUT,
SN_P_0036,Edith Cowan University,Edith Cowan University,Australia,Active,Public,Education,Independent,"At ECU we are guided by our values of integrity, respect, rational inquiry, personal excellence and courage. Our focus on teaching and research is inspired by engagement and partnerships with those in the many communities we were established to serve.","Accommodation, Childcare, Computer labs and wireless internet, Counselling service, Equity, diversity and disability services, Health service, Hearing impaired assistance, Library, Student Hub, Student Guild, clubs and associations",NO,YES,YES,,,https://www.ecu.edu.au/,https://www.ecu.edu.au/scholarships/offers,https://www.ecu.edu.au/about-ecu/campus-facilities/accommodation,,,,University,487,NA,NA,00279B,,,,,,,,"Arts & Humanities, Business & Law, Engineering & Technology, Medical & Health Sciences, Nursing & Midwifery, Science, Teacher Education, and the Western Australian Academy of Performing Arts",YES,,https://intranet.ecu.edu.au/student/money-matters/fees/withdrawal-and-refunds,https://www.ecu.edu.au/future-students/applying/important-dates,https://www.ecu.edu.au/future-students/course-entry/international-student-enquiries,https://www.edithcowancollege.edu.au/how-apply/international/fees/,https://www.ecu.edu.au/scholarships/offers,https://www.ecu.edu.au/,https://www.ecu.edu.au/__data/assets/pdf_file/0006/627666/Research-Degrees-at-ECU.pdf,"https://www.ecu.edu.au/scholarships/details/ecu-hdr-scholarship#:~:text=Successful%20applicants%20will%20be%20awarded,fortnightly%20via%20electronic%20funds%20transfer.",,,YES,,,,,,https://www.ecu.edu.au/__data/assets/pdf_file/0008/660707/ECU-International-Future-Student-Guide.pdf,ECU,
